video_id,views,likes,duration,category,has_questions,has_exclamations,has_numbers,has_emoji,title_caps_ratio,emoji_count,title_word_count,title_char_count,clickbait_count,clickbait_ratio,has_clickbait,des_caps_ratio,des_word_count,des_char_count,des_avg_word_len,channel_word_count,channel_char_count,channel_freq,tags_count,days_since_upload,upload_month,upload_day,upload_hour,is_weekend,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,category_label
m4_gFxnlsQ8,1216934,6900,2034,2,0,0,1,0,0.0714285204081997,0,11,69,0,0.0,0,0.0,35,185,4.285713061224839,2,17,2,13,92,7,22,0,0,0,1,0,0,0,0,0,Entertainment
wLjwomkBwH8,588692,34000,96,2,0,1,0,0,0.15384603550304962,0,11,71,1,0.09090900826453795,1,0.0,19,146,6.736838559558653,2,17,3,12,8,10,14,0,0,0,1,0,0,0,0,0,Entertainment
GbceNnJ1s-Q,520947,1900,81,2,0,0,0,0,0.0,0,10,68,0,0.0,0,0.0,78,464,4.961537825443869,2,21,5,3,14,10,8,0,0,0,0,1,0,0,0,0,Entertainment
JnrzU7KriFE,830744,16000,491,2,0,0,0,0,0.16666638888935187,0,5,36,0,0.0,0,0.0,5,63,11.799976400047202,2,16,1,23,224,3,12,0,0,0,0,1,0,0,0,0,Entertainment
XdIoYGYRxw4,2543481,14000,74,2,0,0,0,0,0.0,0,10,73,0,0.0,0,0.0270270197224271,37,200,4.432431234478044,2,21,5,2,93,7,21,0,0,1,0,0,0,0,0,0,Entertainment
GpjPKRyWh9c,2749715,64000,1255,2,0,0,0,0,0.0,0,10,67,0,0.0,0,0.0,42,286,5.428570136054729,3,23,5,22,30,9,22,0,0,1,0,0,0,0,0,0,Entertainment
7ohaW5qpyMM,322175,8900,1046,2,0,1,0,0,0.9999990909099173,0,11,74,0,0.0,0,0.07692301775152481,10,105,7.9999920000080005,2,18,4,32,4,10,18,0,0,0,0,0,0,0,1,0,Entertainment
QfTgfJOo7zE,2123123,44000,1395,2,0,0,1,0,0.0,0,12,81,0,0.0,0,0.0,26,182,5.153844171598395,3,23,5,25,71,8,12,0,0,0,1,0,0,0,0,0,Entertainment
R99Bn5H7-lY,806648,22000,1119,2,0,1,0,0,0.9230762130182977,0,12,70,0,0.0,0,0.11111098765445816,7,78,8.85713020409971,2,18,4,32,8,10,14,0,0,0,1,0,0,0,0,0,Entertainment
1FIw1a174sc,327997,6400,1169,2,0,1,1,0,0.9999990909099173,0,11,75,0,0.0,0,0.07692301775152481,10,105,7.9999920000080005,2,18,4,32,11,10,11,0,0,0,0,0,0,0,1,0,Entertainment
6B2MErtYmvM,3130,177,1826,2,0,0,0,0,0.0,0,11,78,0,0.0,0,0.0,7,64,7.428560816341691,4,23,1,19,28,9,24,0,0,0,0,1,0,0,0,0,Entertainment
4AByNb4KSqM,57056,2700,1530,2,0,0,1,0,0.1999998000002,0,8,49,0,0.0,0,0.1999998000002,8,49,4.999993750007813,2,17,1,31,17,10,5,0,1,0,0,0,0,0,0,1,Entertainment
3U4P-uuQFEA,1893578,64000,981,2,0,0,0,0,0.9999988888901234,0,9,48,0,0.0,0,0.06666662222225185,14,94,5.714281632655977,2,18,4,32,200,4,5,0,0,0,0,0,0,0,1,0,Entertainment
ge-Gm9wCUb4,174362,7800,30,2,0,0,1,0,0.1428570408163994,0,12,76,0,0.0,0,0.24999968750039064,7,47,5.571420612256269,2,17,5,24,46,9,6,0,0,0,0,0,0,0,1,0,Entertainment
yBRGsJNX9vI,191435,12000,178,2,0,0,1,0,0.11764698961941787,0,12,84,0,0.0,0,0.10526310249310396,14,100,5.714281632655977,2,16,1,24,25,9,27,0,0,0,0,0,0,0,1,0,Entertainment
zlou_fmbVfk,50908,612,42,2,0,0,1,0,0.1333332444445037,1,12,74,0,0.0,0,0.0810810591672813,30,222,6.0999979666673445,3,22,1,24,13,10,9,0,0,0,0,0,1,0,0,0,Entertainment
Fqy_N3tNQIE,584448,24000,476,2,0,0,1,0,0.06666662222225185,0,12,73,0,0.0,0,0.24999968750039064,7,47,5.571420612256269,2,17,5,25,140,6,4,0,0,0,0,1,0,0,0,0,Entertainment
ejmZ_B-oyko,340641,6800,894,2,0,0,1,0,0.9230762130182977,0,13,94,0,0.0,0,0.6315786149586237,18,139,6.666662962965021,2,7,1,3,28,9,24,0,0,0,0,1,0,0,0,0,Entertainment
mnSZEmTa_qY,115927,946,1345,4,0,0,1,0,0.3333331746032502,1,19,89,0,0.0,0,0.30434769376187226,20,102,3.9499980250009874,1,6,1,26,41,9,11,0,0,0,0,0,1,0,0,0,Gaming
